species_name	gbif_species_key	gbif_species_url	photo_1_mature_overall	photo_2_mature_overall	photo_3_flower_very_close_up	photo_4_flower_moderate_close_up	photo_5_unique_feature_photo_wildcard	photo_6_spring_feature	photo_7_summer_feature	photo_8_fall_feature	photo_9_winter_feature	total_number_of_SKUs	number_of_nursery_suppliers	nursery_to_SKU_count	original_name_summary	size_summary	quantity_summary	
Ipomoea imperati	2928596	https://www.gbif.org/species/2928596	https://www.gbif.org/occurrence/4901093134	https://www.gbif.org/occurrence/4902095228	https://www.gbif.org/occurrence/4863771776	https://www.gbif.org/occurrence/4875077833	https://www.gbif.org/occurrence/4872190866	https://www.gbif.org/occurrence/3070347819	https://www.gbif.org/occurrence/4923764586	https://www.gbif.org/occurrence/4978148091	https://www.gbif.org/occurrence/3698184505	4	1	EarthBalance / Green Seasons:4	"Ipomoea imperati":4	"g":2 | "4 inch":1 | "LN":1	"_":3 | "C":1	
Quadrella jamaicensis	5601701	https://www.gbif.org/species/5601701	https://www.gbif.org/occurrence/4851948905	https://www.gbif.org/occurrence/4076227929	https://www.gbif.org/occurrence/4116055776	https://www.gbif.org/occurrence/4867984984	https://www.gbif.org/occurrence/4111849770	https://www.gbif.org/occurrence/4103208778	https://www.gbif.org/occurrence/2850891625	https://www.gbif.org/occurrence/2873921299	https://www.gbif.org/occurrence/2540719797	4	1	EarthBalance / Green Seasons:4	"Quadrella jamaicensis":4	"3g":2 | "7g":2	"C":2 | "_":2	Synonym of Quadrella cynophallophora (L.) Hutch.
Vaccinium darrowii	2882908	https://www.gbif.org/species/2882908	https://inaturalist-open-data.s3.amazonaws.com/photos/186111130/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/366574448/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/356980981/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/118981013/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/260036171/original.jpeg	https://www.gbif.org/occurrence/3760361077	https://www.gbif.org/occurrence/2826320667	https://www.gbif.org/occurrence/4978530513	https://www.gbif.org/occurrence/5069834384	4	3	The Natives:2 | EarthBalance / Green Seasons:1 | Green Isle Gardens:1	"Vaccinium darrowii":4	"3g":2 | "g":2	"C":2 | "M":1 | "_":1	
Iva imbricata	5402626	https://www.gbif.org/species/5402626	https://www.gbif.org/occurrence/5087439645	https://www.gbif.org/occurrence/5063718544	https://www.gbif.org/occurrence/5069890779	https://www.gbif.org/occurrence/5134332719	https://www.gbif.org/occurrence/5104454532	https://www.gbif.org/occurrence/3802305827	https://www.gbif.org/occurrence/4908688467	https://www.gbif.org/occurrence/4946349258	https://www.gbif.org/occurrence/4506269476	4	1	EarthBalance / Green Seasons:4	"Iva imbricata":4	"4 inch":2 | "LN":1 | "g":1	"_":3 | "M":1	
Geobalanus oblongifolius	2985320	https://www.gbif.org/species/2985320	https://inaturalist-open-data.s3.amazonaws.com/photos/478718983/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/389672247/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/409074611/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/471411151/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/352317400/original.jpeg	https://www.gbif.org/occurrence/5154685161	https://www.gbif.org/occurrence/4926222466	https://www.gbif.org/occurrence/4946166304	https://www.gbif.org/occurrence/4524977557	4	3	Green Isle Gardens:2 | EarthBalance / Green Seasons:1 | The Natives:1	"Geobalanus oblongifolius":4	"g":3 | "4 inch":1	"M":2 | "_":2	
Silphium asteriscus	3092582	https://www.gbif.org/species/3092582	https://inaturalist-open-data.s3.amazonaws.com/photos/405580686/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/384753554/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/368713509/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/392576603/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/411147282/original.jpeg	https://www.gbif.org/occurrence/4919336007	https://www.gbif.org/occurrence/3321118928	https://www.gbif.org/occurrence/5037215809	https://www.gbif.org/occurrence/4535893574	4	3	EarthBalance / Green Seasons:2 | Green Isle Gardens:1 | The Natives:1	"Silphium asteriscus":3 | "Silphium asteriscus 'Native Star'":1	"g":4	"C":2 | "_":2	
Asclepias perennis	3170346	https://www.gbif.org/species/3170346	https://www.gbif.org/occurrence/4910903871	https://www.gbif.org/occurrence/5133590397	https://www.gbif.org/occurrence/4607175696	https://www.gbif.org/occurrence/4596933882	https://www.gbif.org/occurrence/2802664703	https://www.gbif.org/occurrence/4076184496	https://www.gbif.org/occurrence/4458714042	https://www.gbif.org/occurrence/4424451458	https://www.gbif.org/occurrence/4919323718	4	2	Green Isle Gardens:3 | EarthBalance / Green Seasons:1	"Asclepias perennis":4	"3 inch":2 | "g":2	"_":4	
Asclepias tuberosa	3170305	https://www.gbif.org/species/3170305	https://www.gbif.org/occurrence/5134380244	https://www.gbif.org/occurrence/5104340151	https://www.gbif.org/occurrence/5153952315	https://www.gbif.org/occurrence/5153781703	https://www.gbif.org/occurrence/4910754341	https://www.gbif.org/occurrence/5134770118	https://www.gbif.org/occurrence/4937116550	https://www.gbif.org/occurrence/3903150236	https://www.gbif.org/occurrence/4973859383	4	3	Green Isle Gardens:2 | EarthBalance / Green Seasons:1 | The Natives:1	"Asclepias tuberosa":4	"g":3 | "3 inch":1	"_":3 | "C":1	
Sideroxylon tenax	2887241	https://www.gbif.org/species/2887241	https://inaturalist-open-data.s3.amazonaws.com/photos/229032993/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/140000825/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/56983080/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/116581718/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/9629133/original.jpeg	https://www.gbif.org/occurrence/3113286321	https://www.gbif.org/occurrence/1571103063	https://www.gbif.org/occurrence/2901525960	https://www.gbif.org/occurrence/2465258385	4	3	EarthBalance / Green Seasons:2 | Green Isle Gardens:1 | The Natives:1	"Sideroxylon tenax":4	"g":3 | "3g":1	"_":2 | "C":1 | "L":1	
Crataegus flava	7855454	https://www.gbif.org/species/7855454	only one occurrence not on Florida		https://www.gbif.org/occurrence/3772888102							4	2	Green Isle Gardens:2 | The Natives:2	"Crataegus flava":4	"g":3 | "3g":1	"C":2 | "L":2	
Quercus myrtifolia	2878545	https://www.gbif.org/species/2878545	https://inaturalist-open-data.s3.amazonaws.com/photos/468062295/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/379301750/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/379301742/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/473732404/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/352407423/original.jpeg	https://www.gbif.org/occurrence/5133186864	https://www.gbif.org/occurrence/4936758631	https://www.gbif.org/occurrence/4516274364	https://www.gbif.org/occurrence/5007547956	4	2	The Natives:3 | Green Isle Gardens:1	"Quercus myrtifolia":4	"g":2 | "15g":1 | "3g":1	"C":2 | "L":1 | "M":1	
Carya glabra	3054325	https://www.gbif.org/species/3054325	https://inaturalist-open-data.s3.amazonaws.com/photos/357128673/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/357128693/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/450629985/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/257004895/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/250356579/original.jpeg	https://www.gbif.org/occurrence/3113542065	https://www.gbif.org/occurrence/2826308481	https://www.gbif.org/occurrence/2465308553	https://www.gbif.org/occurrence/3058965018	4	3	The Natives:2 | Green Isle Gardens:1 | McKeithen Growers:1	"Carya glabra":4	"3g":2 | "15g":1 | "g":1	"C":3 | "_":1	
Platanus occidentalis	3152820	https://www.gbif.org/species/3152820	https://www.gbif.org/occurrence/4901792173	https://www.gbif.org/occurrence/3772904035	https://www.gbif.org/occurrence/2238846821	https://www.gbif.org/occurrence/2851239758	https://www.gbif.org/occurrence/4852786126	https://www.gbif.org/occurrence/4054807419	https://www.gbif.org/occurrence/4162575538	https://www.gbif.org/occurrence/4973824971	https://www.gbif.org/occurrence/4506320614	4	2	Marshall Tree Farm:2 | McKeithen Growers:2	"Platanus occidentalis":4	"45g":1 | "7g":1 | "FG":1 | "_":1	"_":3 | "C":1	
Ulmus americana	5361872	https://www.gbif.org/species/5361872	https://www.gbif.org/occurrence/3912116449	https://www.gbif.org/occurrence/4039333396	https://www.gbif.org/occurrence/3712660834	https://www.gbif.org/occurrence/4852242976	https://www.gbif.org/occurrence/3773485105	https://www.gbif.org/occurrence/2596122137	https://www.gbif.org/occurrence/3881581630	https://www.gbif.org/occurrence/4987507252	https://www.gbif.org/occurrence/5062941752	4	2	McKeithen Growers:3 | The Natives:1	"Ulmus americana 'Florida population'":3 | "Ulmus americana":1	"30g":1 | "3g":1 | "45g":1 | "7g":1	"_":3 | "L":1	
Sporobolus junceus	2704776	https://www.gbif.org/species/2704776	https://www.gbif.org/occurrence/4908744318	https://www.gbif.org/occurrence/4952381720	https://www.gbif.org/occurrence/5062845519	https://www.gbif.org/occurrence/5134220664	https://www.gbif.org/occurrence/2634172300	https://www.gbif.org/occurrence/3925441406	https://www.gbif.org/occurrence/3873780362	https://www.gbif.org/occurrence/3384812438	https://www.gbif.org/occurrence/1990515870	3	2	EarthBalance / Green Seasons:2 | Green Isle Gardens:1	"Sporobolus junceus":3	"g":2 | "4 inch":1	"L":1 | "M":1 | "_":1	
Stachytarpheta jamaicensis	2925463	https://www.gbif.org/species/2925463	https://www.gbif.org/occurrence/4081032449	https://www.gbif.org/occurrence/4519105896	https://www.gbif.org/occurrence/4103088210	https://www.gbif.org/occurrence/4116049692	https://www.gbif.org/occurrence/5037076990	https://www.gbif.org/occurrence/1836615942	https://www.gbif.org/occurrence/4153405399	https://www.gbif.org/occurrence/3915635231	https://www.gbif.org/occurrence/2574035709	3	2	EarthBalance / Green Seasons:2 | Green Isle Gardens:1	"Stachytarpheta jamaicensis":3	"g":3	"L":2 | "_":1	
Sophora tomentosa	2958970	https://www.gbif.org/species/2958970	https://www.gbif.org/occurrence/5140135124	https://www.gbif.org/occurrence/5069868048	https://www.gbif.org/occurrence/5140023386	https://www.gbif.org/occurrence/5133926786	https://www.gbif.org/occurrence/5063289424	https://www.gbif.org/occurrence/4854784296	https://www.gbif.org/occurrence/2823161536	https://www.gbif.org/occurrence/3873248572	https://www.gbif.org/occurrence/3873234343	3	1	EarthBalance / Green Seasons:3	"Sophora tomentosa var. truncata":3	"3g":2 | "g":1	"C":1 | "L":1 | "_":1	
Rudbeckia laciniata	3114229	https://www.gbif.org/species/3114229	https://www.gbif.org/occurrence/3455181227	https://www.gbif.org/occurrence/3455919727	https://www.gbif.org/occurrence/2963851021	https://www.gbif.org/occurrence/3383988072	https://www.gbif.org/occurrence/3902561621	https://www.gbif.org/occurrence/3455540097	https://www.gbif.org/occurrence/3456189774	https://www.gbif.org/occurrence/4416772077	https://www.gbif.org/occurrence/4413387326	3	2	EarthBalance / Green Seasons:2 | Green Isle Gardens:1	"Rudbeckia laciniata":3	"g":3	"_":2 | "L":1	
Quercus nigra	2879328	https://www.gbif.org/species/2879328	https://www.gbif.org/occurrence/4080667236	https://www.gbif.org/occurrence/5140482353	https://www.gbif.org/occurrence/4597057550	https://www.gbif.org/occurrence/2856665373	https://www.gbif.org/occurrence/4442468623	https://www.gbif.org/occurrence/4852293908	https://www.gbif.org/occurrence/4607455348	https://www.gbif.org/occurrence/3455534980	https://www.gbif.org/occurrence/5087213911	3	3	EarthBalance / Green Seasons:1 | McKeithen Growers:1 | The Natives:1	"Quercus nigra":3	"7g":2 | "15g":1	"L":2 | "_":1	
Berlandiera subacaulis	3148287	https://www.gbif.org/species/3148287	https://inaturalist-open-data.s3.amazonaws.com/photos/479300258/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/381143002/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/471099247/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/274938326/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/265626949/original.jpeg	https://www.gbif.org/occurrence/5087912432	https://www.gbif.org/occurrence/4405186804	https://www.gbif.org/occurrence/4129764371	https://www.gbif.org/occurrence/3873697535	3	3	EarthBalance / Green Seasons:1 | Green Isle Gardens:1 | The Natives:1	"Berlandiera subacaulis":3	"g":3	"C":2 | "L":1	
Conocarpus erectus	5421045	https://www.gbif.org/species/5421045	https://www.gbif.org/occurrence/5037231576	https://www.gbif.org/occurrence/5036838925	https://www.gbif.org/occurrence/5007257874	https://www.gbif.org/occurrence/5008455948	https://www.gbif.org/occurrence/4535867281	https://www.gbif.org/occurrence/4852565682	https://www.gbif.org/occurrence/4892249719	https://www.gbif.org/occurrence/3903472595	https://www.gbif.org/occurrence/4516823372	3	1	EarthBalance / Green Seasons:3	"Conocarpus erectus ":3	"3g":2 | "g":1	"C":2 | "_":1	
Rhizophora mangle	3086528	https://www.gbif.org/species/3086528	https://www.gbif.org/occurrence/5063042767	https://www.gbif.org/occurrence/5007575512	https://www.gbif.org/occurrence/5037056445	https://www.gbif.org/occurrence/5087173922	https://www.gbif.org/occurrence/5063843283	https://www.gbif.org/occurrence/5087472709	https://www.gbif.org/occurrence/4145409227	https://www.gbif.org/occurrence/3985690267	https://www.gbif.org/occurrence/5063099964	3	1	EarthBalance / Green Seasons:3	"Rhizophora mangle":3	"3g+":1 | "7g":1 | "g":1	"C":2 | "M":1	
Canna flaccida	5303151	https://www.gbif.org/species/5303151	https://www.gbif.org/occurrence/3112752834	https://www.gbif.org/occurrence/5062478697	https://www.gbif.org/occurrence/3994248134	https://www.gbif.org/occurrence/4500478012	https://www.gbif.org/occurrence/4863444675	https://www.gbif.org/occurrence/5108289105	https://www.gbif.org/occurrence/4138613810	https://www.gbif.org/occurrence/5062468969	https://www.gbif.org/occurrence/5062547562	3	2	EarthBalance / Green Seasons:2 | Beeman's Nursery:1	"Canna flaccida":3	"BR":2 | "g":1	"M":2 | "C":1	
Pontederia cordata	2766030	https://www.gbif.org/species/2766030	https://www.gbif.org/occurrence/5063360251	https://www.gbif.org/occurrence/5070040136	https://www.gbif.org/occurrence/5063038025	https://www.gbif.org/occurrence/5063257282	https://www.gbif.org/occurrence/5087746275	https://www.gbif.org/occurrence/5087911363	https://www.gbif.org/occurrence/4921853155	https://www.gbif.org/occurrence/4973923624	https://www.gbif.org/occurrence/5007060875	3	2	EarthBalance / Green Seasons:2 | Beeman's Nursery:1	"Pontederia cordata ":3	"BR":2 | "g":1	"M":2 | "C":1	
Sagittaria lancifolia	5328895	https://www.gbif.org/species/5328895	https://www.gbif.org/occurrence/5062989930	https://www.gbif.org/occurrence/5036676088	https://www.gbif.org/occurrence/5063081045	https://www.gbif.org/occurrence/5008093561	https://www.gbif.org/occurrence/5076858091	https://www.gbif.org/occurrence/5087594387	https://www.gbif.org/occurrence/4891950252	https://www.gbif.org/occurrence/4937264956	https://www.gbif.org/occurrence/5087216125	3	2	EarthBalance / Green Seasons:2 | Beeman's Nursery:1	"Sagittaria lancifolia subsp. lancifolia":3	"BR":2 | "g":1	"M":2 | "C":1	
Ernodea littoralis	2893696	https://www.gbif.org/species/2893696	https://www.gbif.org/occurrence/4994047722	https://www.gbif.org/occurrence/4919584410	https://www.gbif.org/occurrence/4528321219	https://www.gbif.org/occurrence/5087152674	https://www.gbif.org/occurrence/3873435725	https://www.gbif.org/occurrence/5087068917	https://www.gbif.org/occurrence/4922023624	https://www.gbif.org/occurrence/3408108574	https://www.gbif.org/occurrence/4994070792	3	1	EarthBalance / Green Seasons:3	"Ernodea littoralis":3	"3g":1 | "LN":1 | "g":1	"_":2 | "C":1	
Myrsine cubana	3721881	https://www.gbif.org/species/3721881	https://www.gbif.org/occurrence/5063102900	https://www.gbif.org/occurrence/4978463215	https://www.gbif.org/occurrence/5063198985	https://www.gbif.org/occurrence/5063460000	https://www.gbif.org/occurrence/4516869780	https://www.gbif.org/occurrence/5153443003	https://www.gbif.org/occurrence/4919346590	https://www.gbif.org/occurrence/4945509630	https://www.gbif.org/occurrence/4510086177	3	1	EarthBalance / Green Seasons:3	"Myrsine cubana":3	"3g":2 | "7g":1	"_":2 | "C":1	
Opuntia stricta	5384075	https://www.gbif.org/species/5384075	https://www.gbif.org/occurrence/4512226080	https://www.gbif.org/occurrence/4516233351	https://www.gbif.org/occurrence/4524949816	https://www.gbif.org/occurrence/5153890896	https://www.gbif.org/occurrence/5140122195	https://www.gbif.org/occurrence/3764483469	https://www.gbif.org/occurrence/5007790833	https://www.gbif.org/occurrence/2542991370	https://www.gbif.org/occurrence/3039372148	3	1	EarthBalance / Green Seasons:3	"Opuntia stricta":3	"g":3	"C":2 | "_":1	
Ageratum littorale	8044285	https://www.gbif.org/species/8044285	No occurrence in florida									3	1	EarthBalance / Green Seasons:3	"Ageratum littorale":3	"g":2 | "LN":1	"C":2 | "_":1	
Randia aculeata	5339488	https://www.gbif.org/species/5339488	https://www.gbif.org/occurrence/5037179637	https://www.gbif.org/occurrence/5036914489	https://www.gbif.org/occurrence/4607188939	https://www.gbif.org/occurrence/5063738407	https://www.gbif.org/occurrence/4953041177	https://www.gbif.org/occurrence/5153300127	https://www.gbif.org/occurrence/4901199861	https://www.gbif.org/occurrence/1703142472	https://www.gbif.org/occurrence/3872958544	3	1	EarthBalance / Green Seasons:3	"Randia aculeata":3	"3g":2 | "g":1	"_":2 | "C":1	
Conradina canescens	2927107	https://www.gbif.org/species/2927107	https://www.gbif.org/occurrence/5063298368	https://www.gbif.org/occurrence/5069944212	https://www.gbif.org/occurrence/4516512992	https://www.gbif.org/occurrence/5134178767	https://www.gbif.org/occurrence/5087292969	https://www.gbif.org/occurrence/5133326742	https://www.gbif.org/occurrence/4908867503	https://www.gbif.org/occurrence/4950282032	https://www.gbif.org/occurrence/5007643646	3	2	EarthBalance / Green Seasons:2 | Green Isle Gardens:1	"Conradina canescens":3	"g":3	"C":2 | "_":1	
Liatris tenuifolia	3104337	https://www.gbif.org/species/3104337	https://www.gbif.org/occurrence/5109797955	https://www.gbif.org/occurrence/4430751416	https://www.gbif.org/occurrence/4952864334	https://www.gbif.org/occurrence/4974293194	https://www.gbif.org/occurrence/4431191016	https://www.gbif.org/occurrence/4597416125	https://www.gbif.org/occurrence/2634526265	https://www.gbif.org/occurrence/3947644003	https://www.gbif.org/occurrence/3008537023	3	3	EarthBalance / Green Seasons:1 | Green Isle Gardens:1 | The Natives:1	"Liatris tenuifolia":2 | "Liatris tenuifolia var. quadriflora":1	"g":2 | "qts":1	"C":3	
Piloblephis rigida	2927334	https://www.gbif.org/species/2927334	https://www.gbif.org/occurrence/5063175783	https://www.gbif.org/occurrence/5008125901	https://www.gbif.org/occurrence/5063193617	https://www.gbif.org/occurrence/5008146104	https://www.gbif.org/occurrence/5007731826	https://www.gbif.org/occurrence/5087863519	https://www.gbif.org/occurrence/4936122522	https://www.gbif.org/occurrence/2898515047	https://www.gbif.org/occurrence/5063842960	3	2	EarthBalance / Green Seasons:2 | Green Isle Gardens:1	"Piloblephis rigida":3	"g":3	"C":1 | "L":1 | "_":1	
Rivina humilis	3084027	https://www.gbif.org/species/3084027	https://www.gbif.org/occurrence/4516474120	https://www.gbif.org/occurrence/4510342531	https://www.gbif.org/occurrence/5133602944	https://www.gbif.org/occurrence/5063332138	https://www.gbif.org/occurrence/5140479203	https://www.gbif.org/occurrence/4607468133	https://www.gbif.org/occurrence/4171624763	https://www.gbif.org/occurrence/4993913916	https://www.gbif.org/occurrence/4516465878	3	2	EarthBalance / Green Seasons:2 | Green Isle Gardens:1	"Rivina humilis":3	"g":3	"_":2 | "C":1	
Heliotropium angiospermum	2925809	https://www.gbif.org/species/2925809	https://www.gbif.org/occurrence/5063530041	https://www.gbif.org/occurrence/5088169485	https://www.gbif.org/occurrence/5140484426	https://www.gbif.org/occurrence/4901784296	https://www.gbif.org/occurrence/4937144228	https://www.gbif.org/occurrence/5140046414	https://www.gbif.org/occurrence/3005143746	https://www.gbif.org/occurrence/3873348268	https://www.gbif.org/occurrence/4901784296	3	2	EarthBalance / Green Seasons:2 | Green Isle Gardens:1	"Heliotropium angiospermum":3	"g":3	"C":1 | "L":1 | "_":1	
Pityopsis graminifolia	3094306	https://www.gbif.org/species/3094306	https://www.gbif.org/occurrence/4978193827	https://www.gbif.org/occurrence/4607503329	https://www.gbif.org/occurrence/4987660960	https://www.gbif.org/occurrence/5069957458	https://www.gbif.org/occurrence/4978656076	https://www.gbif.org/occurrence/2634334433	https://www.gbif.org/occurrence/2856641499	https://www.gbif.org/occurrence/3986177878	https://www.gbif.org/occurrence/3759652758	3	2	The Natives:2 | EarthBalance / Green Seasons:1	"Pityopsis graminifolia":3	"g":3	"C":2 | "M":1	
Helianthus angustifolius	3119144	https://www.gbif.org/species/3119144	https://inaturalist-open-data.s3.amazonaws.com/photos/435292170/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/422227921/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/435664406/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/435664251/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/435664353/original.jpg	https://www.gbif.org/occurrence/4891996401	https://www.gbif.org/occurrence/3070568950	https://www.gbif.org/occurrence/4954756900	https://www.gbif.org/occurrence/4458451169	3	3	EarthBalance / Green Seasons:1 | Green Isle Gardens:1 | The Natives:1	"Helianthus angustifolius":3	"g":3	"C":2 | "M":1	
Quercus laurifolia	2877708	https://www.gbif.org/species/2877708	https://www.gbif.org/occurrence/5063121951	https://www.gbif.org/occurrence/5087589372	https://www.gbif.org/occurrence/3902087530	https://www.gbif.org/occurrence/5104352434	https://www.gbif.org/occurrence/4925806749	https://www.gbif.org/occurrence/3743049558	https://www.gbif.org/occurrence/3902982602	https://www.gbif.org/occurrence/3456976419	https://www.gbif.org/occurrence/4524955212	3	2	EarthBalance / Green Seasons:2 | McKeithen Growers:1	"Quercus laurifolia":3	"30g":1 | "3g":1 | "g":1	"C":1 | "M":1 | "_":1	
Glandularia maritima	5341156	https://www.gbif.org/species/5341156	https://www.gbif.org/occurrence/3455295334	https://www.gbif.org/occurrence/2620195545	https://www.gbif.org/occurrence/2992880306	https://www.gbif.org/occurrence/3923627933	https://www.gbif.org/occurrence/3468672469	https://www.gbif.org/occurrence/3097130383	https://www.gbif.org/occurrence/5008249432	https://www.gbif.org/occurrence/4465696311	https://www.gbif.org/occurrence/2006064696	3	2	EarthBalance / Green Seasons:2 | Green Isle Gardens:1	"Glandularia maritima":3	"g":3	"C":2 | "_":1	
Eugenia foetida	5417751	https://www.gbif.org/species/5417751	https://www.gbif.org/occurrence/2540857109	https://www.gbif.org/occurrence/4512173562	https://www.gbif.org/occurrence/4924025097	https://www.gbif.org/occurrence/2465090782	https://www.gbif.org/occurrence/5037244360	https://www.gbif.org/occurrence/4165626575	https://www.gbif.org/occurrence/2311334678	https://www.gbif.org/occurrence/2988554407	https://www.gbif.org/occurrence/4516446107	3	1	EarthBalance / Green Seasons:3	"Eugenia foetida":3	"3g":2 | "7g":1	"_":2 | "C":1	
Crossopetalum ilicifolium	5414288	https://www.gbif.org/species/5414288	https://www.gbif.org/occurrence/4516815889	https://www.gbif.org/occurrence/2563589451	https://www.gbif.org/occurrence/4103291640	https://www.gbif.org/occurrence/4926269465	https://www.gbif.org/occurrence/5140540766	https://www.gbif.org/occurrence/3743224020	https://www.gbif.org/occurrence/4138302182	https://www.gbif.org/occurrence/2868337832	https://www.gbif.org/occurrence/4522654343	3	1	EarthBalance / Green Seasons:3	"Crossopetalum ilicifolium":3	"g":2 | "4 inch":1	"_":2 | "C":1	
Salvia coccinea	9278365	https://www.gbif.org/species/9278365	https://www.gbif.org/occurrence/5088024419	https://www.gbif.org/occurrence/5063005933	https://www.gbif.org/occurrence/5140894373	https://www.gbif.org/occurrence/5140881185	https://www.gbif.org/occurrence/5007668435	https://www.gbif.org/occurrence/4080970049	https://www.gbif.org/occurrence/4923606270	https://www.gbif.org/occurrence/5008057909	https://www.gbif.org/occurrence/5069916177	3	3	EarthBalance / Green Seasons:1 | Green Isle Gardens:1 | The Natives:1	"Salvia coccinea":3	"g":3	"C":1 | "L":1 | "_":1	
Yucca aloifolia	2775744	https://www.gbif.org/species/2775744	https://www.gbif.org/occurrence/5087451628	https://www.gbif.org/occurrence/5007870528	https://www.gbif.org/occurrence/4901536542	https://www.gbif.org/occurrence/4901348682	https://www.gbif.org/occurrence/5140905966	https://www.gbif.org/occurrence/5154848051	https://www.gbif.org/occurrence/4993982953	https://www.gbif.org/occurrence/4950371336	https://www.gbif.org/occurrence/5076954670	3	1	EarthBalance / Green Seasons:3	"Yucca aloifolia":3	"3g":1 | "7g":1 | "g":1	"_":3	
Rudbeckia mollis	4934247	https://www.gbif.org/species/4934247	https://www.gbif.org/occurrence/4908411839	https://www.gbif.org/occurrence/4908945220	https://www.gbif.org/occurrence/4901440910	https://www.gbif.org/occurrence/4901679125	https://www.gbif.org/occurrence/4901586478	No occurrences available	https://www.gbif.org/occurrence/4901440910	https://www.gbif.org/occurrence/4900977745	https://www.gbif.org/occurrence/3017950818	3	1	EarthBalance / Green Seasons:3	"Rudbeckia mollis":3	"4 inch":1 | "LN":1 | "g":1	"_":3	
Conradina grandiflora	2927106	https://www.gbif.org/species/2927106	https://www.gbif.org/occurrence/5104607439	https://www.gbif.org/occurrence/4522647926	https://www.gbif.org/occurrence/4919685629	https://www.gbif.org/occurrence/4852293129	https://www.gbif.org/occurrence/4596934436	https://www.gbif.org/occurrence/5108110105	https://www.gbif.org/occurrence/2883005536	https://www.gbif.org/occurrence/3391551534	https://www.gbif.org/occurrence/3988546918	3	3	EarthBalance / Green Seasons:1 | Green Isle Gardens:1 | The Natives:1	"Conradina grandiflora":3	"g":3	"C":2 | "_":1	
Quercus laevis	2878626	https://www.gbif.org/species/2878626	https://inaturalist-open-data.s3.amazonaws.com/photos/400751759/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/464756312/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/461764142/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/464744241/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/427350171/original.jpeg	https://www.gbif.org/occurrence/5133191686	https://www.gbif.org/occurrence/4153599752	https://www.gbif.org/occurrence/4976463860	https://www.gbif.org/occurrence/4028862358	3	3	Green Isle Gardens:1 | McKeithen Growers:1 | The Natives:1	"Quercus laevis":3	"g":2 | "15g":1	"C":1 | "L":1 | "_":1	
Carphephorus odoratissimus	7795803	https://www.gbif.org/species/7795803	https://inaturalist-open-data.s3.amazonaws.com/photos/442068651/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/475144965/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/284746777/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/423060822/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/431259420/original.jpg	https://www.gbif.org/occurrence/4904118531	https://www.gbif.org/occurrence/2826525995	https://www.gbif.org/occurrence/4993902748	https://www.gbif.org/occurrence/3031638218	3	2	The Natives:2 | Green Isle Gardens:1	"Carphephorus odoratissimus var. odoratissimus":2 | "Carphephorus odoratissimus var. subtropicanus":1	"g":2 | "qts":1	"C":3	
